#{"t_start": 1742583319.7141292, "env_id": null}
r,l,t,overtake_vehicle_num,velocity,steering,acceleration,step_energy,episode_energy,policy,navigation_command,navigation_forward,navigation_left,navigation_right,action,raw_action,crash_vehicle,crash_object,crash_building,crash_human,crash_sidewalk,out_of_road,arrive_dest,max_step,env_seed,crash,step_reward,route_completion,cost,total_cost,episode_reward,episode_length,takeover_start,takeover,takeover_cost,total_takeover_cost,native_cost,episode_native_cost,total_takeover_count,ep_overtake_vehicle_num,ep_velocity,ep_steering,ep_acceleration,ep_step_energy,ep_episode_energy,ep_policy,ep_navigation_command,ep_navigation_forward,ep_navigation_left,ep_navigation_right,ep_action,ep_raw_action,ep_crash_vehicle,ep_crash_object,ep_crash_building,ep_crash_human,ep_crash_sidewalk,ep_out_of_road,ep_arrive_dest,ep_max_step,ep_env_seed,ep_crash,ep_step_reward,ep_route_completion,ep_cost,ep_total_cost,ep_episode_reward,ep_episode_length,ep_takeover_start,ep_takeover,ep_takeover_cost,ep_total_takeover_cost,ep_native_cost,ep_episode_native_cost,ep_total_takeover_count
16.587138,183,0.738116,0,2.391838565874390.148797,407,28.760826,0,10.921958529849048,0.34335634112358093,0.27150943875312805,0.052697922142674256,23.38198302176967,EnvInputPolicy,forward,True,False,False,"[0.34335634, 0.27150944]","(0.34335634, 0.27150944)",False,False,False,False,False,False,True,False,118,False,1.143472244635831,0.9906469030228462,0,16.0,390.14879730466527,407,False,True,1,205,0,16.0,205,-6.313994884490967,0.0,11.41922702797529,-0.029956224683388447,0.41719672100330163,0.057449589734077815,11.07773160198029,,,0.36117936117936117,0.0,0.6388206388206388,0.19362024815995657,0.19362024815995657,0.02702702702702703,0.012285012285012284,0.0,0.0,0.0,0.0,0.002457002457002457,0.0,118.0,0.03931203931203931,1.1798736090517739,0.48198057694988794,0.03931203931203931,3.5036855036855035,207.5415201364229,204.0,0.06388206388206388,0.5036855036855037,0.5036855036855037,105.12530712530713,0.03931203931203931,3.5036855036855035,105.12530712530713,-4.22750590869777
e,True,False,"[-0.05687952, 0.051735997]","(-0.05687952, 0.051735997)",False,False,False,False,True,True,False,False,1005,True,0.24077902126097123,0.07024267518509743,1.0,2.0,16.433366485383406,178,False,False,0,0,1.0,1.0,0,0.0,1.1999732680388004,-0.055185049437405015,0.04657305023643408,0.004097572806500713,0.2375266230263872,,,0.4943820224719101,0.5056179775280899,0.0,-0.0043059997,-0.0043059997,0.0,0.0,0.0,0.0,0.0056179775280898875,0.0056179775280898875,0.0,0.0,1005.0,0.0056179775280898875,0.1217648623968786,0.03258306665923965,0.0056179775280898875,1.0056179775280898,7.217030754399637,89.5,0.0,0.0,0.0,0.0,0.0056179775280898875,0.0056179775280898875,0.0
16.44949,185,1.329355,0,2.3019653187544016,-0.05700254440307617,0.046820759773254395,0.008090442669960207,0.7272883455583454,TakeoverPolicyWithoutBrake,forward,True,False,False,"[-0.057002544, 0.04682076]","(-0.057002544, 0.04682076)",False,False,False,False,True,True,False,False,1037,True,0.22570804132209013,0.0738359332543507,1.0,3.0,16.449490413699106,185,False,False,0,0,1.0,1.0,0,0.0,1.1541084715379855,-0.05526326862541405,0.04414037369393014,0.003931288354369436,0.2403069329148984,,,1.0,0.0,0.0,-0.0055614472,-0.0055614472,0.0,0.0,0.0,0.0,0.005405405405405406,0.005405405405405406,0.0,0.0,1037.0,0.005405405405405406,0.11716323489200646,0.034513340909160625,0.005405405405405406,2.0054054054054054,7.314726118647159,93.0,0.0,0.0,0.0,0.0,0.005405405405405406,0.005405405405405406,0.0
16.58367,182,1.641151,0,2.3560008822166987,-0.05699044466018677,0.04695785045623779,0.008295812485345923,0.7330932780791682,TakeoverPolicyWithoutBrake,forward,True,False,False,"[-0.056990445, 0.04695785]","(-0.056990445, 0.04695785)",False,False,False,False,True,True,False,False,1006,True,0.23082066241724078,0.05926911523024575,1.0,4.0,16.583669948582983,182,False,False,0,0,1.0,1.0,0,0.0,1.1811230871647427,-0.05526294911300743,0.044148727432712094,0.004027985044391033,0.24217851922304567,,,1.0,0.0,0.0,-0.0055571115,-0.0055571115,0.0,0.0,0.0,0.0,0.005494505494505495,0.005494505494505495,0.0,0.0,1006.0,0.005494505494505495,0.11985983852197929,0.027669537416212392,0.005494505494505495,3.0054945054945055,7.363373848169476,91.5,0.0,0.0,0.0,0.0,0.005494505494505495,0.005494505494505495,0.0
3.669984,112,1.820754,0,1.5091527070964006,-0.053987205028533936,0.04390251636505127,0.005143162529717466,0.2858525981136608,TakeoverPolicyWithoutBrake,right,False,False,True,"[-0.053987205, 0.043902516]","(-0.053987205, 0.043902516)",False,False,False,False,True,True,False,False,1001,True,0.15496356572197287,0.04479390339557931,1.0,5.0,3.669984126008023,112,False,False,0,0,1.0,1.0,0,0.0,0.7676309078524459,-0.05574731049793107,0.045824426625456126,0.002552255340300542,0.09542403065675022,,,0.7678571428571429,0.0,0.23214285714285715,-0.0049614417,-0.0049614417,0.0,0.0,0.0,0.0,0.008928571428571428,0.008928571428571428,0.0,0.0,1001.0,0.008928571428571428,0.07879417581901782,0.02616105851911851,0.008928571428571428,4.008928571428571,2.9334684223737364,56.5,0.0,0.0,0.0,0.0,0.008928571428571428,0.008928571428571428,0.0
16.71711,179,2.067053,0,2.3776074964493024,-0.056818366050720215,0.041964173316955566,0.008380952809493107,0.7379422391304329,TakeoverPolicyWithoutBrake,right,False,False,True,"[-0.056818366, 0.041964173]","(-0.056818366, 0.041964173)",False,False,False,False,True,True,False,False,1025,True,0.2333592984312875,0.10019698109524092,1.0,6.0,16.717109623427607,179,False,False,0,0,1.0,1.0,0,0.0,1.2077919970169702,-0.05454638150817189,0.043028441221354394,0.004122582341510799,0.2453606893377361,,,0.48044692737430167,0.0,0.5195530726256983,-0.00575897,-0.00575897,0.0,0.0,0.0,0.0,0.00558659217877095,0.00558659217877095,0.0,0.0,1025.0,0.00558659217877095,0.12262831799921169,0.04687773496574719,0.00558659217877095,5.005586592178771,7.454010611982829,90.0,0.0,0.0,0.0,0.0,0.00558659217877095,0.00558659217877095,0.0
24.585959,219,2.399051,0,2.827697309446623,-0.058075129985809326,0.05174398422241211,0.010132234748385259,1.0302413395515557,TakeoverPolicyWithoutBrake,left,False,True,False,"[-0.05807513, 0.051743984]","(-0.05807513, 0.051743984)",False,False,False,False,True,True,False,False,1032,True,0.2630603312518848,0.12194130675291108,1.0,7.0,24.585959253265862,219,False,False,0,0,1.0,1.0,0,0.0,1.3638825514354422,-0.05444375891663712,0.045118826165046866,0.004704298354116691,0.3326261035239125,,,0.4200913242009132,0.5799086757990868,0.0,-0.0046624662,-0.0046624662,0.0,0.0,0.0,0.0,0.0045662100456621,0.0045662100456621,0.0,0.0,1032.0,0.0045662100456621,0.1362968930799898,0.053030593310512415,0.0045662100456621,6.004566210045662,9.989928301476759,110.0,0.0,0.0,0.0,0.0,0.0045662100456621,0.0045662100456621,0.0
25.323968,222,2.795724,0,2.726751866538767,-0.05454987287521362,0.043459296226501465,0.009738549860323627,1.053066154151484,TakeoverPolicyWithoutBrake,right,False,False,True,"[-0.054549873, 0.043459296]","(-0.054549873, 0.043459296)",False,False,False,False,True,True,False,False,1031,True,0.2549423499521588,0.07276890290862735,1.0,8.0,25.323968065884028,222,False,False,0,0,1.0,1.0,0,0.0,1.3762881383006544,-0.05289215091112498,0.040555974384685896,0.004743541234916596,0.34938371944587643,,,0.40540540540540543,0.0,0.5945945945945946,-0.0061680884,-0.0061680884,0.0,0.0,0.0,0.0,0.0045045045045045045,0.0045045045045045045,0.0,0.0,1031.0,0.0045045045045045045,0.1377428397109738,0.032023269901574,0.0045045045045045045,7.004504504504505,10.493579711677299,111.5,0.0,0.0,0.0,0.0,0.0045045045045045045,0.0045045045045045045,0.0
3.738361,112,3.023715,0,1.5137793563011641,-0.05250048637390137,0.042624711990356445,0.005160634344168944,0.28815526104665345,TakeoverPolicyWithoutBrake,right,False,False,True,"[-0.052500486, 0.042624712]","(-0.052500486, 0.042624712)",False,False,False,False,True,True,False,False,1004,True,0.15548220363655837,0.02702765729562933,1.0,9.0,3.7383612377409126,112,False,False,0,0,1.0,1.0,0,0.0,0.7735713708700125,-0.055422316172293255,0.04555414829935346,0.0025728148307736904,0.09628387226922494,,,0.7678571428571429,0.0,0.23214285714285715,-0.004934084,-0.004934084,0.0,0.0,0.0,0.0,0.008928571428571428,0.008928571428571428,0.0,0.0,1004.0,0.008928571428571428,0.07940931644087026,0.015757921923361527,0.008928571428571428,8.008928571428571,2.959568417640373,56.5,0.0,0.0,0.0,0.0,0.008928571428571428,0.008928571428571428,0.0
24.585952,219,3.283066,0,2.8276981423315544,-0.058075129985809326,0.05174398422241211,0.010132237629971149,1.0302411573690873,TakeoverPolicyWithoutBrake,left,False,True,False,"[-0.05807513, 0.051743984]","(-0.05807513, 0.051743984)",False,False,False,False,True,True,False,False,1032,True,0.263060334999867,0.1219412789856899,1.0,10.0,24.585951747663703,219,False,False,0,0,1.0,1.0,0,0.0,1.3638826808523383,-0.05444375918880445,0.045118823987708244,0.0047042975222332745,0.33262604944875585,,,0.4200913242009132,0.5799086757990868,0.0,-0.004662468,-0.004662468,0.0,0.0,0.0,0.0,0.0045662100456621,0.0045662100456621,0.0,0.0,1032.0,0.0045662100456621,0.1362968588249478,0.05303058719284837,0.0045662100456621,9.004566210045661,9.989926608028922,110.0,0.0,0.0,0.0,0.0,0.0045662100456621,0.0045662100456621,0.0
3.671687,110,3.419284,0,1.5508217983534436,-0.05547523498535156,0.04616749286651611,0.005290944752303473,0.28628161484938264,TakeoverPolicyWithoutBrake,forward,True,False,False,"[-0.055475235, 0.046167493]","(-0.055475235, 0.046167493)",False,False,False,False,True,True,False,False,1000,True,0.15913457425225846,0.042982385556608126,1.0,11.0,3.671686769562946,110,False,False,0,0,1.0,1.0,0,0.0,0.7824412671722454,-0.05609347224235535,0.04632575620304454,0.0026025601349943892,0.09538454523539656,,,1.0,0.0,0.0,-0.0048838584,-0.0048838584,0.0,0.0,0.0,0.0,0.00909090909090909,0.00909090909090909,0.0,0.0,1000.0,0.00909090909090909,0.08028019403468367,0.02508429798871936,0.00909090909090909,10.00909090909091,2.929838366189937,55.5,0.0,0.0,0.0,0.0,0.00909090909090909,0.00909090909090909,0.0
3.685698,116,3.599422,0,1.4709191215355024,-0.05550193786621094,0.046181678771972656,0.005005796818841542,0.28592352888851835,TakeoverPolicyWithoutBrake,forward,True,False,False,"[-0.055501938, 0.04618168]","(-0.055501938, 0.04618168)",False,False,False,False,True,True,False,False,1002,True,0.15098349304153866,0.03410276758358618,1.0,12.0,3.685698207034788,116,False,False,0,0,1.0,1.0,0,0.0,0.7419373346731277,-0.0560923439675364,0.04629724087386296,0.002464858007659641,0.09527161187776488,,,1.0,0.0,0.0,-0.004897551,-0.004897551,0.0,0.0,0.0,0.0,0.008620689655172414,0.008620689655172414,0.0,0.0,1002.0,0.008620689655172414,0.07617829051789936,0.01989566135646369,0.008620689655172414,11.008620689655173,2.933079880141183,58.5,0.0,0.0,0.0,0.0,0.008620689655172414,0.008620689655172414,0.0
